id	surface	hanja	gloss	level	created	source
76462	암말		mare		2006-01-16T09:52:46Z	engdic-111006@ezcorean:111006
76463	암망아지		filly		2006-01-16T09:52:46Z	engdic-66821@ezcorean:66821
76464	암매	暗賣			2009-01-01T20:23:14Z	mr.hanja-221633@ezcorean:221633
76465	암면		rock wool		2006-01-16T09:52:46Z	engdic-157610@ezcorean:157610
76466	암모날		ammonal		2006-01-16T09:52:46Z	engdic-4448@ezcorean:4448
76467	암모늄		ammonium		2006-01-16T09:52:46Z	engdic-4457@ezcorean:4457
76468	암모니아		ammonia		2006-01-16T09:52:46Z	engdic-4449@ezcorean:4449
76469	암모니아 고무		gum ammoniac		2006-01-16T09:52:46Z	engdic-81285@ezcorean:81285
76470	암모니아 유도체의		ammono		2006-01-16T09:52:46Z	engdic-4459@ezcorean:4459
76471	암모니아 화합물		ammoniate		2006-01-16T09:52:46Z	engdic-4454@ezcorean:4454
76472	암모니아고무		ammoniac		2006-01-16T09:52:46Z	engdic-4450@ezcorean:4450
76473	암모니아와 화합시키다		ammoniate		2006-01-16T09:52:46Z	engdic-4453@ezcorean:4453
76474	암모니아의		ammoniacal		2006-01-16T09:52:46Z	engdic-4451@ezcorean:4451
76475	암모니아의		ammono		2006-01-16T09:52:46Z	engdic-4458@ezcorean:4458
76476	암목적		tacit		2010-09-22T13:05:47Z	future-234595@ezcorean:234595
76477	암몬조개		snakeroot		2006-01-16T09:52:46Z	engdic-171097@ezcorean:171097
76478	암몬조개		ammonite		2006-01-16T09:52:46Z	engdic-4455@ezcorean:4455
76479	암묵의		tacit		2006-01-16T09:52:46Z	engdic-182063@ezcorean:182063
76480	암묵의		unexpressed		2006-01-16T09:52:46Z	engdic-193332@ezcorean:193332
76481	암묵의 동의		implied consent		2006-01-16T09:52:46Z	engdic-91827@ezcorean:91827
76482	암묵적	暗默的			2009-01-01T20:23:14Z	mr.hanja-221634@ezcorean:221634
76483	암문	暗門			2009-01-01T20:23:14Z	mr.hanja-221635@ezcorean:221635
76484	암반	巖盤			2009-01-01T20:23:14Z	mr.hanja-221636@ezcorean:221636
76485	암반응		dark reaction		2006-01-16T09:52:46Z	engdic-46707@ezcorean:46707
76486	암벽	巖壁	rock		2009-01-01T20:23:14Z	engdic-157467@ezcorean:157467
76487	암벽 등반		rock-climbing		2006-01-16T09:52:46Z	engdic-157511@ezcorean:157511
76488	암벽화	巖壁畵			2009-01-01T20:23:14Z	mr.hanja-221637@ezcorean:221637
76489	암보이나		Amboina		2006-01-16T09:52:46Z	engdic-4275@ezcorean:4275
76490	암보이나 목재		padouk(wood)		2006-01-16T09:52:46Z	engdic-128134@ezcorean:128134
76491	암복사선		dark rays		2006-01-16T09:52:46Z	engdic-46706@ezcorean:46706
76492	암부		scotoma		2006-01-16T09:52:46Z	engdic-163258@ezcorean:163258
76493	암사슴 가죽		doeskin		2006-01-16T09:52:46Z	engdic-53398@ezcorean:53398
76494	암사자		lioness		2006-01-16T09:52:46Z	engdic-106586@ezcorean:106586
76495	암산		mental arithmetic		2006-01-16T09:52:46Z	engdic-113343@ezcorean:113343
76496	암살	暗殺	assassination		2009-01-01T20:23:14Z	engdic-8003@ezcorean:8003
76497	암살단	暗殺團	hit squad		2009-01-01T20:23:14Z	engdic-86625@ezcorean:86625
76498	암살당	暗殺當			2009-01-01T20:23:14Z	mr.hanja-221638@ezcorean:221638
76499	암살대		death squad		2006-01-16T09:52:46Z	engdic-47403@ezcorean:47403
76500	암살자		assassin, assassinator, hit man		2009-02-26T06:51:11Z	joe-8000@ezcorean:8000
76501	암살하다	暗殺하다	assassinate		2009-01-02T21:33:11Z	engdic-8002@ezcorean:8002
76502	암상	岩床	bedrock, hardpan, rock		2009-03-08T19:44:10Z	joe-12333@ezcorean:12333
76503	암색	暗色			2009-01-01T20:23:14Z	mr.hanja-221639@ezcorean:221639
76504	암생		lithophyte		2006-01-16T09:52:46Z	engdic-106835@ezcorean:106835
76505	암생 식물		rock plant		2006-01-16T09:52:46Z	engdic-157601@ezcorean:157601
76506	암석	巖石	rocks, rock		2009-01-01T20:23:14Z	engdic-157464@ezcorean:157464
76507	암석 기재학		petrography		2006-01-16T09:52:46Z	engdic-132740@ezcorean:132740
76508	암석 화성론자		volcanist		2006-01-16T09:52:46Z	engdic-199032@ezcorean:199032
76509	암석같은		rock		2006-01-16T09:52:46Z	engdic-157484@ezcorean:157484
76510	암석학		lithology, petrology		2008-12-22T19:53:13Z	sjk-106832@ezcorean:106832
76511	암석학자		petrologist		2006-01-16T09:52:46Z	engdic-132756@ezcorean:132756
76512	암설류		dry avalanche		2006-01-16T09:52:46Z	engdic-55540@ezcorean:55540
76513	암설자		spatula		2006-01-16T09:52:46Z	engdic-173370@ezcorean:173370
76514	암세포	癌細胞			2009-01-01T20:23:14Z	mr.hanja-221640@ezcorean:221640
76515	암세포적	癌細胞的			2009-01-01T20:23:14Z	mr.hanja-221641@ezcorean:221641
76516	암소		cow		2006-01-16T09:52:46Z	engdic-41484@ezcorean:41484
76517	암소		heifer		2006-01-16T09:52:46Z	engdic-84837@ezcorean:84837
76518	암송	暗誦	recitation by rote, memorization		2009-01-01T20:23:14Z	engdic-147721@ezcorean:147721
76519	암송문	暗誦文	sth to be memorized		2010-11-01T06:41:18Z	engdic-147723@ezcorean:147723
76520	암송자		reciter		2006-01-16T09:52:46Z	engdic-147741@ezcorean:147741
76521	암송하다	暗誦하다	to recite from memory		2009-01-02T21:33:11Z	engdic-147732@ezcorean:147732
76522	암수		both male and female		2009-12-04T19:13:55Z	joe-233576@ezcorean:233576
76523	암수동숙		homogamy		2006-01-16T09:52:46Z	engdic-87277@ezcorean:87277
76524	암수딴그루		dioecism		2006-01-16T09:52:46Z	engdic-51236@ezcorean:51236
76525	암수딴꽃의		diclimous		2006-01-16T09:52:46Z	engdic-50618@ezcorean:50618
76526	암수생식		gamogenesis		2006-01-16T09:52:46Z	engdic-74807@ezcorean:74807
76527	암순응		dark adaptation		2006-01-16T09:52:46Z	engdic-46670@ezcorean:46670
76528	암순응		scotopia		2006-01-16T09:52:46Z	engdic-163262@ezcorean:163262
76529	암순응의		dark adapted		2006-01-16T09:52:46Z	engdic-46671@ezcorean:46671
76530	암술		pistil		2006-01-16T09:52:46Z	engdic-134226@ezcorean:134226
76531	암술군		gynoecium		2006-01-16T09:52:46Z	engdic-81586@ezcorean:81586
76532	암술머리		stigma		2006-01-16T09:52:46Z	engdic-176795@ezcorean:176795
76533	암술머리의		stigmatic		2006-01-16T09:52:46Z	engdic-176800@ezcorean:176800
76534	암술잎		carpel		2006-01-16T09:52:46Z	engdic-22241@ezcorean:22241
76535	암술잎이 있는		carpellate		2006-01-16T09:52:46Z	engdic-22242@ezcorean:22242
76536	암시	暗示	A hint, suggestion	C	2009-01-01T20:23:14Z	engdic-205783@ezcorean:80238
76537	암시		nightvision		2006-01-16T09:52:46Z	engdic-121076@ezcorean:121076
76538	암시넌지시 비춤통고		intimation		2006-01-16T09:52:46Z	engdic-98114@ezcorean:98114
76539	암시성	暗示性			2009-01-01T20:23:14Z	mr.hanja-221642@ezcorean:221642
76540	암시에 걸리기 쉬운		suggestible		2006-01-16T09:52:46Z	engdic-179668@ezcorean:179668
76541	암시장		black market		2006-01-16T09:52:46Z	engdic-14638@ezcorean:14638
76542	암시장치		noctovision		2006-01-16T09:52:46Z	engdic-121540@ezcorean:121540
76543	암시장치		night vision goggles		2006-01-16T09:52:46Z	engdic-121077@ezcorean:121077
76544	암시적	暗示的			2009-01-01T20:23:14Z	mr.hanja-221643@ezcorean:221643
76545	암시적인		allusive, implicit, implied, suggestive		2008-11-24T02:08:37Z	joe-3899@ezcorean:3899
76546	암시하다	暗示하다	hint, imply, suggest		2009-01-02T21:33:11Z	joe-86375@ezcorean:86375
76547	암시학		suggestology		2006-01-16T09:52:46Z	engdic-179681@ezcorean:179681
76548	암실		camera obscura		2006-01-16T09:52:46Z	engdic-20537@ezcorean:20537
76549	암실		darkroom		2006-01-16T09:52:46Z	engdic-46708@ezcorean:46708
76550	암암리	暗暗裏			2009-01-01T20:23:14Z	mr.hanja-221644@ezcorean:221644
76551	암암리의		covert		2006-01-16T09:52:46Z	engdic-41450@ezcorean:41450
76552	암약	暗躍	stillhunt		2009-01-01T20:23:14Z	engdic-176839@ezcorean:176839
76553	암양		ewe		2006-01-16T09:52:46Z	engdic-61859@ezcorean:61859
76554	암에 걸린		cancer		2006-01-16T09:52:46Z	engdic-20822@ezcorean:20822
76555	암에 걸린		cancerous		2006-01-16T09:52:46Z	engdic-20826@ezcorean:20826
76556	암여우		vixen		2006-01-16T09:52:46Z	engdic-198815@ezcorean:198815
76557	암염		halite		2006-01-16T09:52:46Z	engdic-82381@ezcorean:82381
76558	암염		rock salt		2006-01-16T09:52:46Z	engdic-157604@ezcorean:157604
76559	암염소		nanny goat		2006-01-16T09:52:46Z	engdic-118357@ezcorean:118357
76560	암영		blight		2009-03-27T06:37:29Z	engdic-14970@ezcorean:14970
76561	암영	暗影	with a cloud over one`s head		2009-03-27T06:36:30Z	joe-30957@ezcorean:30957
76562	암운	暗雲			2009-01-01T20:23:14Z	mr.hanja-221645@ezcorean:221645
76563	암울	暗鬱			2009-01-01T20:23:14Z	mr.hanja-221646@ezcorean:221646
76564	암의		cancerous		2006-01-16T09:52:46Z	engdic-20825@ezcorean:20825
76565	암의		carcinomatous		2006-01-16T09:52:46Z	engdic-21805@ezcorean:21805
76566	암이 없는 흰 쥐		CFW mouse		2006-01-16T09:52:46Z	engdic-24597@ezcorean:24597
76567	암자	庵子	cell		2009-01-01T20:23:14Z	engdic-23994@ezcorean:23994
76568	암자	庵子	a small Buddhist temple		2009-01-01T20:23:14Z	pup-206182@ezcorean:206182
76569	암자색	暗紫色	aubergine		2009-01-01T20:23:14Z	engdic-8928@ezcorean:8928
76570	암장	暗葬	magma		2009-01-01T20:23:14Z	engdic-109458@ezcorean:109458
76571	암장	暗葬	a secret burial		2009-01-01T20:23:14Z	joe-206499@ezcorean:206499
76572	암적	癌的			2009-01-01T20:23:14Z	mr.hanja-221647@ezcorean:221647
76573	암적색	暗赤色			2009-01-01T20:23:14Z	mr.hanja-221648@ezcorean:221648
76574	암전		blackout		2006-01-16T09:52:46Z	engdic-14651@ezcorean:14651
76575	암점		scotoma		2006-01-16T09:52:46Z	engdic-163257@ezcorean:163257
76576	암종		cancer		2006-01-16T09:52:46Z	engdic-20815@ezcorean:20815
76577	암종		carcinoma		2006-01-16T09:52:46Z	engdic-21804@ezcorean:21804
76578	암종 모양의		cancroid		2006-01-16T09:52:46Z	engdic-20831@ezcorean:20831
76579	암종명		canker		2006-01-16T09:52:46Z	engdic-20961@ezcorean:20961
76580	암주	巖柱			2009-01-01T20:23:14Z	mr.hanja-221649@ezcorean:221649
76581	암중 모색하는		groping		2006-01-16T09:52:46Z	engdic-80532@ezcorean:80532
76582	암중 모색하듯이		gropingly		2006-01-16T09:52:46Z	engdic-80534@ezcorean:80534
76583	암중모색	暗中摸索	암중 (in the middle of darkness) + 모색 (to be looking for sth) = to look for you're not sure what		2009-01-01T20:23:14Z	mr.hanja-600524@ezcorean:221650
76584	암중모색 하다		grope		2006-01-16T09:52:46Z	engdic-80528@ezcorean:80528
76585	암중비약	暗中飛躍			2009-01-01T20:23:14Z	mr.hanja-221651@ezcorean:221651
76586	암처럼 침해하다		cancer		2006-01-16T09:52:46Z	engdic-20821@ezcorean:20821
76587	암청색	暗靑色	cobalt		2009-01-01T20:23:14Z	engdic-31611@ezcorean:31611
76588	암청색	暗靑色	cobalt blue		2009-01-01T20:23:14Z	engdic-31614@ezcorean:31614
76589	암청색의		blueblack		2006-01-16T09:52:46Z	engdic-15428@ezcorean:15428
76590	암초	暗礁	a reef, a sunken sea rock		2009-01-01T20:23:14Z	joe-148969@ezcorean:148969
76591	암초가 많은		reefy		2006-01-16T09:52:46Z	engdic-148989@ezcorean:148989
76592	암초에서 끌어 내리다		refloat		2006-01-16T09:52:46Z	engdic-149410@ezcorean:149410
76593	암초에서 벗어나다		refloat		2006-01-16T09:52:46Z	engdic-149413@ezcorean:149413
76594	암층	暗層	terrane, a black/dark layer		2009-02-28T08:01:29Z	engdic-184201@ezcorean:184201
76595	암캐		slut		2006-01-16T09:52:46Z	engdic-170522@ezcorean:170522
76596	암캐같은 행동		bitchery		2006-01-16T09:52:46Z	engdic-14389@ezcorean:14389
76597	암컷		A female,a she (opp. 수컷)	C	2006-01-16T09:52:46Z	engdic-205946@ezcorean:41487
76598	암컷화하다		feminize		2006-01-16T09:52:46Z	engdic-65835@ezcorean:65835
76599	암코양이		tabby		2006-01-16T09:52:46Z	engdic-181908@ezcorean:181908
76600	암탉		biddy		2006-01-16T09:52:46Z	engdic-13664@ezcorean:13664
76601	암탉		chook		2006-01-16T09:52:46Z	engdic-27281@ezcorean:27281
76602	암퇘지		sow		2006-01-16T09:52:46Z	engdic-173038@ezcorean:173038
76603	암투	暗鬪	veiled enmity		2009-02-06T07:04:11Z	mr.hanja-221652@ezcorean:221652
76604	암펄		queen wasp		2006-01-16T09:52:46Z	engdic-143364@ezcorean:143364
76605	암펌		tigress		2006-01-16T09:52:46Z	engdic-186208@ezcorean:186208
76606	암페		amperage		2006-01-16T09:52:46Z	engdic-4524@ezcorean:4524
76607	암페어		ampere		2006-01-16T09:52:46Z	engdic-4525@ezcorean:4525
76608	암페어 횟수		amperturn		2006-01-16T09:52:46Z	engdic-4529@ezcorean:4529
76609	암페어시		amperehour		2006-01-16T09:52:46Z	engdic-4526@ezcorean:4526
76610	암페타민		greenie		2006-01-16T09:52:46Z	engdic-80019@ezcorean:80019
76611	암페타민 상용자		Ahead		2006-01-16T09:52:46Z	engdic-3021@ezcorean:3021
76612	암페타민의 정체		bombita		2006-01-16T09:52:46Z	engdic-15980@ezcorean:15980
76613	암페타민정		green dragon		2006-01-16T09:52:46Z	engdic-79985@ezcorean:79985
76614	암페타인		amphetamine		2006-01-16T09:52:46Z	engdic-4530@ezcorean:4530
76615	암표 장수가 극장측에 내는 수수료		ice		2006-01-16T09:52:46Z	engdic-89815@ezcorean:89815
76616	암표범		leopardess		2006-01-16T09:52:46Z	engdic-105397@ezcorean:105397
76617	암표상		scalper		2006-01-16T09:52:46Z	engdic-162469@ezcorean:162469
76618	암표상		speculator		2006-01-16T09:52:46Z	engdic-173604@ezcorean:173604
76619	암플루비움		impluvium		2006-01-16T09:52:46Z	engdic-91849@ezcorean:91849
76620	암피실린		ampicillin		2006-01-16T09:52:46Z	engdic-4579@ezcorean:4579
76621	암피트리온		Amphitryon		2006-01-16T09:52:46Z	engdic-4571@ezcorean:4571
76622	암피트리테		Amphitrite		2006-01-16T09:52:46Z	engdic-4569@ezcorean:4569
76623	암하라		Amhara		2006-01-16T09:52:46Z	engdic-4395@ezcorean:4395
76624	암하라 말		Amharic		2006-01-16T09:52:46Z	engdic-4396@ezcorean:4396
76625	암행	暗行	incognito		2009-01-01T20:23:14Z	engdic-93004@ezcorean:93004
76626	암행어사	暗行御史			2009-01-01T20:23:14Z	mr.hanja-221653@ezcorean:221653
76627	암호	暗號	cipher, code, cryptograph ; password		2009-01-01T20:23:14Z	kay-28210@ezcorean:28210
76628	암호문		ciphertext, cryptogram, cryptography		2008-09-19T08:11:14Z	kay-28223@ezcorean:28223
76629	암호법		cryptosystem		2006-01-16T09:52:46Z	engdic-44417@ezcorean:44417
76630	암호작성술		cryptology		2006-01-16T09:52:46Z	engdic-44411@ezcorean:44411
76631	암호첩		code book		2006-01-16T09:52:46Z	engdic-31894@ezcorean:31894
76632	암호해독법		cryptography		2006-01-16T09:52:46Z	engdic-44409@ezcorean:44409
76633	암호화	暗號化	encoding, enciphering		2009-06-03T05:55:25Z	mr.hanja-221654@ezcorean:221654
76634	암호화하다	暗號化하다	encode		2009-01-02T21:33:11Z	engdic-59127@ezcorean:59127
76635	암혹		very dark and black		2008-08-30T06:38:53Z	badsam-210512@ezcorean:210512
76636	암혹기		a dark age, an age with no hope		2008-08-30T06:39:09Z	badsam-210513@ezcorean:210513
76637	암황갈색의		fulvescent		2006-01-16T09:52:46Z	engdic-73614@ezcorean:73614
76638	암회갈색	暗灰褐色			2009-01-01T20:23:14Z	mr.hanja-221655@ezcorean:221655
76639	암회색	暗灰色	field gray		2009-01-01T20:23:14Z	engdic-66472@ezcorean:66472
76640	암흑	暗黑	dark, gloom (metaphor)		2009-01-01T20:23:14Z	joe-46666@ezcorean:46666
76641	암흑	暗黑	darkness, pitchblack		2009-01-01T20:23:14Z	joe-46702@ezcorean:46702
76642	암흑 대륙 아프리카		Dark Continent		2006-01-16T09:52:46Z	engdic-46675@ezcorean:46675
76643	암흑 시대		Dark Ages		2006-01-16T09:52:46Z	engdic-46672@ezcorean:46672
76644	암흑가	暗黑街	the (criminal) underworld or an area of town where it prevails		2009-01-14T17:05:23Z	mrfinance-193037@ezcorean:193037
76645	암흑가의 사람		underworldling		2006-01-16T09:52:46Z	engdic-193038@ezcorean:193038
76646	암흑공포증		achluophobia		2006-01-16T09:52:46Z	engdic-1101@ezcorean:1101
76647	암흑기	暗黑期	the dark ages		2009-01-01T20:23:14Z	joe-205675@ezcorean:205675
76648	암흑리	暗黑裡			2009-01-01T20:23:14Z	mr.hanja-221656@ezcorean:221656
76649	암흑면		seamy		2006-01-16T09:52:46Z	engdic-163966@ezcorean:163966
76650	암흑색	暗黑色			2009-01-01T20:23:14Z	mr.hanja-221657@ezcorean:221657
76651	암흑시대	暗黑時代			2009-01-01T20:23:14Z	mr.hanja-221658@ezcorean:221658
76652	암흑으로		blackly		2006-01-16T09:52:46Z	engdic-14629@ezcorean:14629
76653	압	壓	pressure		2010-11-02T14:19:27Z	hg3-235061@ezcorean:235061
76654	압	岬			2009-01-01T20:23:14Z	mr.hanja-221659@ezcorean:221659
76655	압	礏			2009-01-01T20:23:14Z	mr.hanja-221660@ezcorean:221660
76656	압	罨			2009-01-01T20:23:14Z	mr.hanja-221661@ezcorean:221661
76657	압권	壓卷	a masterpiece, the very best		2009-01-01T20:23:14Z	curious-205460@ezcorean:205460
76658	압도	壓倒	crushing with force/power		2009-01-01T20:23:14Z	engdic-44215@ezcorean:44215
76659	압도당	壓倒當			2009-01-01T20:23:14Z	mr.hanja-221662@ezcorean:221662
76660	압도적	壓倒的	overpowering, overwhelming		2009-01-01T20:23:14Z	mr.hanja-221663@ezcorean:221663
76661	압도하다	壓倒하다	to crush, overpower, overwhelm		2009-01-02T21:33:11Z	joe-44204@ezcorean:44204
76662	압력	壓力	pressure,stress	C	2009-01-01T20:23:14Z	engdic-202008@ezcorean:13822
76663	압력 격벽		pressure bulkhead		2006-01-16T09:52:46Z	engdic-138311@ezcorean:138311
76664	압력 급유		force feed		2006-01-16T09:52:46Z	engdic-70739@ezcorean:70739
76665	압력 내성		barotolerance		2006-01-16T09:52:46Z	engdic-11307@ezcorean:11307
76666	압력 단체		pressure group		2006-01-16T09:52:46Z	engdic-138318@ezcorean:138318
76667	압력 솥		pressure cooker		2006-01-16T09:52:46Z	engdic-138314@ezcorean:138314
76668	압력 솥으로 요리하다		pressurize		2006-01-16T09:52:46Z	engdic-138331@ezcorean:138331
76669	압력 용접		pressure welding		2006-01-16T09:52:46Z	engdic-138326@ezcorean:138326
76670	압력 주조		die casting		2006-01-16T09:52:46Z	engdic-50685@ezcorean:50685
76671	압력 행사		lobbyism		2006-01-16T09:52:46Z	engdic-107197@ezcorean:107197
76672	압력가마		autoclave		2006-01-16T09:52:46Z	engdic-9311@ezcorean:9311
76673	압력계		manometer, pressure gauge		2009-02-28T12:52:51Z	joe-110723@ezcorean:110723
76674	압력도		pressure		2006-01-16T09:52:46Z	engdic-138300@ezcorean:138300
76675	압력밥솥		a pressure cooker		2011-01-06T05:40:35Z	joe-235541@ezcorean:235541
76676	압력솥에 넣다		retort		2006-01-16T09:52:46Z	engdic-154370@ezcorean:154370
76677	압력솥으로 요리하다		pressurecook		2006-01-16T09:52:46Z	engdic-138313@ezcorean:138313
76678	압력의 단위		microbar		2006-01-16T09:52:46Z	engdic-114167@ezcorean:114167
76679	압력지시기		indicator		2006-01-16T09:52:46Z	engdic-93914@ezcorean:93914
76680	압록강		Yalu		2006-01-16T09:52:46Z	engdic-204267@ezcorean:204267
76681	압류	押留	retention, seizure of a person's property, sequestration		2009-01-01T20:23:14Z	joe-154241@ezcorean:154241
76682	압류 동산 회복 소송		replevin		2006-01-16T09:52:46Z	engdic-152195@ezcorean:152195
76683	압류 영장		distress warrant		2006-01-16T09:52:46Z	engdic-52863@ezcorean:52863
76684	압류 통고		garnishment		2006-01-16T09:52:46Z	engdic-75054@ezcorean:75054
76685	압류동산의 회복		replevin		2006-01-16T09:52:46Z	engdic-152194@ezcorean:152194
76686	압류동산회복소송으로 회복하다		replevy		2006-01-16T09:52:46Z	engdic-152196@ezcorean:152196
76687	압류물 보관자		receiptor		2006-01-16T09:52:46Z	engdic-147440@ezcorean:147440
76688	압류인		seizor		2006-01-16T09:52:46Z	engdic-164741@ezcorean:164741
76689	압류하다	押留하다	attach, garnish, seize sb's property, sequester		2009-01-02T21:33:11Z	joe-8749@ezcorean:8749
76690	압류할 수 있는		attanhable		2006-01-16T09:52:46Z	engdic-8772@ezcorean:8772
76691	압류할 수 있는		seizable		2006-01-16T09:52:46Z	engdic-164717@ezcorean:164717
76692	압맥	壓麥			2009-01-01T20:23:14Z	mr.hanja-221664@ezcorean:221664
76693	압맥박		pulse pressure		2006-01-16T09:52:46Z	engdic-142153@ezcorean:142153
76694	압밀		compaction		2006-01-16T09:52:46Z	engdic-34268@ezcorean:34268
76695	압박	壓迫	oppression, pressure, stress		2009-01-01T20:23:14Z	joe-125711@ezcorean:125711
76696	압박 붕대		compress		2006-01-16T09:52:46Z	engdic-34917@ezcorean:34917
76697	압박감	壓迫感			2009-01-01T20:23:14Z	mr.hanja-221665@ezcorean:221665
76698	압박기		constrictor		2006-01-16T09:52:46Z	engdic-37167@ezcorean:37167
76699	압박된		downtrodden, heavyladen		2008-11-22T22:11:09Z	joe-54518@ezcorean:54518
76700	압박에 못 이기는		squeezable		2006-01-16T09:52:46Z	engdic-175153@ezcorean:175153
76701	압박하는 사람		incubus		2006-01-16T09:52:46Z	engdic-93482@ezcorean:93482
76702	압박하다	壓迫하다	clamp, constrain, oppress, press, weigh down/on/upon		2009-01-02T21:33:11Z	joe-29046@ezcorean:29046
76703	압살	壓殺			2009-01-01T20:23:14Z	mr.hanja-221666@ezcorean:221666
76704	압살롬		Absalom		2006-01-16T09:52:46Z	engdic-350@ezcorean:350
76705	압생트		absinthe		2006-01-16T09:52:46Z	engdic-399@ezcorean:399
76706	압생트중독		absinthism		2006-01-16T09:52:46Z	engdic-400@ezcorean:400
76707	압송	押送			2009-01-01T20:23:14Z	mr.hanja-221667@ezcorean:221667
76708	압수	押守	to confiscate and hold onto		2010-11-02T14:20:46Z	hg3-235062@ezcorean:235062
76709	압수	押收	confiscation		2010-11-02T14:20:34Z	engdic-36028@ezcorean:36028
76710	압수용기		baroreceptor		2006-01-16T09:52:46Z	engdic-11305@ezcorean:11305
76711	압승	壓勝	clean sweep		2009-01-01T20:23:14Z	engdic-29696@ezcorean:29696
76712	압승	壓勝	grand slam		2009-01-01T20:23:14Z	engdic-79175@ezcorean:79175
76713	압승하다	壓勝하다	massacre		2009-01-02T21:33:11Z	engdic-111631@ezcorean:111631
76714	압신기		compander		2006-01-16T09:52:46Z	engdic-34275@ezcorean:34275
76715	압연 공장		rolling mill		2006-01-16T09:52:46Z	engdic-157964@ezcorean:157964
76716	압연기		a roller, rolling mill		2009-03-09T03:36:55Z	joe-157899@ezcorean:157899
76717	압엽 표본		hortus siccus		2006-01-16T09:52:46Z	engdic-87979@ezcorean:87979
76718	압운		rhyme, rime		2006-01-16T09:52:46Z	engdic-155611@ezcorean:155611
76719	압운 2행 연구		rhyming couplet		2006-01-16T09:52:46Z	engdic-155626@ezcorean:155626
76720	압운 사전		rhyming dictionary		2006-01-16T09:52:46Z	engdic-155627@ezcorean:155627
76721	압운 속어		rhyming slang		2006-01-16T09:52:46Z	engdic-155628@ezcorean:155628
76722	압운 형식		rhyme scheme		2006-01-16T09:52:46Z	engdic-155621@ezcorean:155621
76723	압운시		rhyme, rime		2006-01-16T09:52:46Z	engdic-155613@ezcorean:155613
76724	압운시		rhymed verse		2006-01-16T09:52:46Z	engdic-155616@ezcorean:155616
76725	압운하다		tag		2006-01-16T09:52:46Z	engdic-182184@ezcorean:182184
76726	압이경지	狎而敬之			2009-01-01T20:23:14Z	mr.hanja-221668@ezcorean:221668
76727	압저기		depressor		2006-01-16T09:52:46Z	engdic-49426@ezcorean:49426
76728	압전기		piezoelectricity		2006-01-16T09:52:46Z	engdic-133835@ezcorean:133835
76729	압점		pressure point		2006-01-16T09:52:46Z	engdic-138321@ezcorean:138321
76730	압정		a drawing pin, a tack, a thumbtack		2009-03-02T22:08:20Z	joe-54837@ezcorean:54837
76731	압제	壓制	iron hand, oppression		2009-01-01T20:23:14Z	joe-99145@ezcorean:99145
76732	압제받은		ridden		2006-01-16T09:52:46Z	engdic-155877@ezcorean:155877
76733	압제의		grinding		2006-01-16T09:52:46Z	engdic-80350@ezcorean:80350
76734	압제자		an oppressor		2008-12-19T05:01:59Z	joe-125718@ezcorean:125718
76735	압제적인		hardhanded, heavyhanded, iron handed, oppressive, tyrannic		2008-12-19T05:02:12Z	joe-83230@ezcorean:83230
76736	압제하다	壓制하다	oppress		2009-01-02T21:33:11Z	engdic-125707@ezcorean:125707
76737	압지		blotter		2006-01-16T09:52:46Z	engdic-15302@ezcorean:15302
76738	압지		blotting paper		2006-01-16T09:52:46Z	engdic-15306@ezcorean:15306
76739	압착	壓搾	crush		2009-01-01T20:23:14Z	engdic-44212@ezcorean:44212
76740	압착	壓搾	squeeze		2009-01-01T20:23:14Z	engdic-175165@ezcorean:175165
76741	압착공기발동기		air motor		2006-01-16T09:52:46Z	engdic-3201@ezcorean:3201
76742	압착기		a press, a presser, a squeezer		2009-03-16T19:39:05Z	joe-138218@ezcorean:138218
76743	압착되다		squeeze		2006-01-16T09:52:46Z	engdic-175161@ezcorean:175161
76744	압착물		pressing		2006-01-16T09:52:46Z	engdic-138262@ezcorean:138262
76745	압착식 여과기		filter press		2006-01-16T09:52:46Z	engdic-66898@ezcorean:66898
76746	압착하는 사람		presser		2006-01-16T09:52:46Z	engdic-138249@ezcorean:138249
76747	압착하다	壓搾하다	crush		2009-01-02T21:33:11Z	engdic-44197@ezcorean:44197
76748	압착하다	壓搾하다	squeeze		2009-01-02T21:33:11Z	engdic-175158@ezcorean:175158
76749	압축	壓縮	constriction		2009-01-01T20:23:14Z	engdic-37156@ezcorean:37156
76750	압축 펌프		compressor		2006-01-16T09:52:46Z	engdic-34931@ezcorean:34931
76751	압축공기 전송기		pneumatic dispatch		2006-01-16T09:52:46Z	engdic-135087@ezcorean:135087
76752	압축기	壓縮機	compressor		2009-01-01T20:23:14Z	engdic-34930@ezcorean:34930
76753	압축되다		condense		2006-01-16T09:52:46Z	engdic-35625@ezcorean:35625
76754	압축된		compressed		2006-01-16T09:52:46Z	engdic-34919@ezcorean:34919
76755	압축력이 있는		compressive		2006-01-16T09:52:46Z	engdic-34928@ezcorean:34928
76756	압축률		compressibility		2006-01-16T09:52:46Z	engdic-34923@ezcorean:34923
76757	압축성		compressibility		2006-01-16T09:52:46Z	engdic-34922@ezcorean:34922
76758	압축성의		compressible		2006-01-16T09:52:46Z	engdic-34925@ezcorean:34925
76759	압축시키는 것		constrictor		2006-01-16T09:52:46Z	engdic-37165@ezcorean:37165
76760	압축의		compressive		2006-01-16T09:52:46Z	engdic-34929@ezcorean:34929
76761	압축적	壓縮的			2009-01-01T20:23:14Z	mr.hanja-221669@ezcorean:221669
